id,name,type,address,lat,lng,keywords,description,image_url
167,느리지오름(망오름),spot,,,,산|등산|트레킹|실외|카페뷰|야경|오름|있는 산과|새별오름부터|360도|비교하며 살펴보는|열두|찾아볼|실제 모습을|낯선,전망대에서 선명하게 찾아볼 수 있는 산과 오름은 모두 열두 개다. 익숙한 이름의 새별오름부터 조금은 낯선 바리메오름· 이달봉까지 360도 찬찬히 돌아보면 안내판과 오름의 실제 모습을 비교하며 살펴보는 재미 있다.,
168,다끄네포구(용담포구),spot,,,,바다|산|숲|곶자왈|실외|등산|트레킹|액티비티|자연|맑아 해산물을|물이 투명하고|물놀이를 즐기는|주민들이 해안|해산물을 많이|옛날 마을|즐기는 사람도|작은,용담포구는 용담3동에 자리 잡은 작은 포구다. 옛날 마을 주민들이 해안 바위를 깨고 포구를 만들어 터를 닦았다고 해서 '다끄네포구'라고도 불린다. 물이 투명하고 맑아 해산물을 많이 볼 수 있고 날 좋은 날에는 물놀이를 즐기는 사람도 있다.,
169,다랑쉬굴,spot,,,,문화|역사|동굴|용암동|산|문화재|등산|트레킹|실외|실내|호텔|펜션|게스트하우스|집단희생 당한|주민 11명이|종달리 주민|당시인 1948년|발견했다|12월|군경민 합동|3사건,다랑쉬굴은 4·3사건 당시인 1948년 12월 18일· 하도리· 종달리 주민 11명이 피신해 살다가 굴이 발각되어 집단희생 당한 곳이다. 이 날 군경민 합동 토벌대는 다랑쉬오름 일대를 수색하다가 이 굴을 발견했다.,
170,다랑쉬마을,spot,,,,문화|역사|산|폭포|계곡|문화재|등산|트레킹|실외|실내|호텔|펜션|게스트하우스|다랑쉬마을은 1948년|마을이 전소되었다|마치 달처럼|가장 정겹다|전소되었다 해발170m의|대략 100여|앉아|11월경,북제주군 구좌읍에 위치한 다랑쉬마을은 1948년 11월경 4 3사건으로 마을이 전소되었다. 해발170m의 중산간지역에 위치한 다랑쉬마을은 대략 100여 년 전에 설촌되었다 한다. 다랑쉬라는 이름의 유래에 대해서는 여러가지 설이 있으나 '마을의 북사면을 차지하고 앉아 하늬바람을 막아주는 다랑쉬오름의 분화구가 마치 달처럼 둥글게 보인다'하여 다랑쉬라 붙여졌다는 설이 가장 정겹다.,
171,다랑쉬오름(월랑봉),spot,,,,산|폭포|계곡|등산|트레킹|실외|카페뷰|야경|오름|굼부리에서 보름달이|마치 달처럼|산봉우리의 분화구가|마을의 자랑거리로도|솟아 오르는|실제 둥근|둥글게 보인다|실제,다랑쉬오름은· 산봉우리의 분화구가 마치 달처럼 둥글게 보인다 하여 다랑쉬라 불렸다는 설과· 높다는 뜻의 '달'에 봉우리의 뜻을 가진 쉬가 합쳐져 불려진 이름이라는 주장이 있다. 실제 둥근 굼부리에서 보름달이 솟아 오르는 모습은 송당리가 아니면 볼 수 없는 광경이라 하여· 마을의 자랑거리로도 여겨진다.,
172,다래오름(월라봉),spot,,,,산|폭포|계곡|도로|드라이브|실외|등산|트레킹|카페뷰|야경|오름|마치 달이|다래나무가|이름으로 다래나무가|다래오름 이라는|서귀포의 풍경을|같다|월랑봉은 오름|많이,다래오름은 서귀포의 풍경을 한눈에 담을 수 있다. 월랑봉은 오름 모양새가 마치 달이 떠오르는 모습 같다 하여 붙여진 이름으로 다래나무가 많이 자생하는 곳이라 하여 다래오름 이라는 이름으로 불린다.,
173,다려도,spot,,,,폭포|계곡|섬|숲|곶자왈|가족|실외|등산|트레킹|감성|문화재|역사|자연|화장실|관광호텔|휴양콘도미니엄|섬으로 모습이|물개를 닮았다|다려도 이의|모습이 물개를|닮았다|조천읍 북촌리에|통상|다려도는 조천읍,다려도는 제주시 조천읍 북촌리에 있는 섬으로· 그 모습이 물개를 닮았다 하여 통상 '달여도'라 하며 '다려도'는 이의 변음이다.,
174,단산(바굼지오름),spot,제주특별자치도 서귀포시 안덕면 향교로 165-23,,,도로|드라이브|산|동굴|용암동|등산|트레킹|실외|카페뷰|야경|오름|한라산의 풍경도|일본군이 놓은|동굴을|동서남북에서|단산오름은 제주에서|가능한 곳이다|넓은|다르다,단산오름은 제주에서 클라이밍이 가능한 곳이다. 동서남북에서 바라본 모습이 모두 다르다. 단산을 오르는 길에서 일본군이 파 놓은 진지 동굴을 볼 수 있으며· 넓은 들판이 한눈에 들어온다. 정상에 오르면 산방산과 안덕의 모습뿐 아니라 한라산의 풍경도 볼 수 있다.,
175,단산과 방사탑,spot,,,,문화|역사|산|폭포|계곡|문화재|등산|트레킹|실외|실내|호텔|펜션|게스트하우스|박쥐가 날개를|날개를 펼친|오름은 뾰족하다|뾰족하다 옛사람들은|사람들은 언덕처럼|언덕처럼 위로|제주는|300개가 넘는,제주특별자치도 사람들은 언덕처럼 땅 위로 봉긋 솟아오른 것을 오름이라 부른다. 제주는 오름의 왕국이라 할 정도로 300개가 넘는 많은 오름이 있다. 부드러운 능선을 보여주는 일반 오름과 달리 단산도 오름은 뾰족하다. 옛사람들은 마치 박쥐가 날개를 펼친 모습이라고 하여 바굼지오름이라 불렀다고 한다.,
176,닭머르해안길,spot,제주특별자치도 제주시 조천읍 신촌북3길 62-1,,,산|바다|숲|곶자왈|실외|카페뷰|야경|힐링|등산|트레킹|드라이브|자연|닭머르 바위|여행객들에게는 알려지지|사진을|흙을|파헤치고 안에|바위|않았다 그래서,‘닭머르 바위’는 닭이 마치 흙을 파헤치고 그 안에 들어앉은 모습을 닮았다 하여 이름이 붙여졌다. 아름다운 바다 전망을 자랑한다. 도민들은 이곳을 잘 알지만· 여행객들에게는 잘 알려지지 않았다. 그래서 한적하게 산책을 즐기며 사진을 찍기에 제격이다.,
177,답다니수국밭,spot,제주특별자치도 서귀포시 월평로50번길 17-30,,,도로|드라이브|문화재|역사|기타|꽃들이 아주|답다니수국밭은 제주특별자치도|제주특별자치도 서귀포시|월평로50번길|색감이 다양한|30에 위치했다|사진|17,답다니수국밭은 제주특별자치도 서귀포시 월평로50번길 17-30에 위치했다. 사진 찍기 좋고· 예쁘고 색감이 다양한 꽃들이 아주 많다.,
178,답다니탑망대,spot,,,,문화|역사|섬|산|인생샷|SNS|카페뷰|야경|기타|언평리798에 바위|탑이|바위 크기만큼|하얀등대가|포토스팟으로 유명하다|무척 이색적이다|크기만큼|답다니탑망대는,답다니탑망대는 제주시 우도면 언평리798에 있다. 바위 크기만큼 쌓아 올린 탑이 무척 이색적이다. 그 옆 하얀등대가 자리하고 있어 포토스팟으로 유명하다.,
179,당산봉(당오름·차귀오름),spot,,,,산|숲|곶자왈|실외|등산|트레킹|카페뷰|야경|자연|세계지질공원|있으며 세계지질공원|세계지질공원 주요명소이기도|당산봉 정상까지|오르기|오르기 좋다|올레 12코스의|주요명소이기도 당산봉,당산봉은 제주시 한경면에 있는 오름으로 올레 12코스의 끝자락에 있으며 세계지질공원 주요명소이기도 하다. 당산봉 정상까지 경치를 감상하면서 오르기 좋다.,
180,당오름,spot,,,,산|폭포|계곡|등산|트레킹|실외|아이와함께|오름|송당초등학교 남서쪽|송당초등학교|남서쪽|무속신앙의|400m지점에|제주특별자치도|북쪽|전체적으로,송당'은 제주특별자치도 무속신앙의 본고장이라 할 수 있다. 이름부터 당과 연관되어 있다. 이곳에 있는 당오름은 송당초등학교 남서쪽 약 400m지점에 가로로 누워 있다. 이 오름은 전체적으로 나직하고 둥그스름한 몸집을 가진다. 북쪽 사면이 얕게 패어 내리면서 말굽형 화구를 지녔다.,
181,당오름(구좌),spot,,,,산|폭포|계곡|등산|트레킹|실외|카페뷰|야경|오름|북서쪽기슭에 송당|표고가 27m이고|69m이다 오름|당악으로 썼다|구좌읍 송당리에|비고가 69m이다|표고가|구좌읍,구좌읍 송당리에 있는 이 오름은 표고가 27m이고· 비고가 69m이다 오름 북서쪽기슭에 송당 본향당이 있다는 데서 당오름 이라 하고 한자로 당악으로 썼다.,
182,당오름(안덕면),spot,,,,산|숲|곶자왈|등산|트레킹|실외|캠핑|차박|오름|사면은 풀밭오름을|사면에 삼나무|삼나무|삼나무 등이|일부에 가시나무가|북동쪽|귀화식물인|일부,북동쪽 사면에 삼나무 등이 일부 조림되어 있을 뿐· 그 외 사면은 풀밭오름을 이루면서 귀화식물인 개민들레로 덮여 있으며· 분화구 안 일부에 가시나무가 식생하고 있다.,
183,당오름(한경면),spot,,,,산|바다|실외|등산|트레킹|드라이브|오름|푸른 해안과|풍경을 즐기는|오래된 화산체|당산봉은 물과|가장 오래된|형성된 수성화산체로|걷는 호젓한|폭발적인,당오름(함경면)은 푸른 바다와 함께 걷는 호젓한 산책길이다. 당산봉은 물과 마그마의 폭발적인 반응에 의해 형성된 수성화산체로 서귀포시 안덕면에 있는 산방산과 용머리와 더불어 제주도에서 가장 오래된 화산체 중 하나이고· 푸른 해안과 함께 함경면의 고즈넉한 평야의 풍경을 즐기는 것 또한 일품이다.,
184,당케산물(당케포구),spot,제주특별자치도 서귀포시 표선면 표선당포로,,,도로|드라이브|바다|산|실외|등산|트레킹|카페뷰|야경|자연|바다 풍경과|어우러진 바다|해변에 있는|풍경과 간혹|당케포구는 제주에서|4코스|가장 넓은|명소로도 유명하다,올레 4코스 출발지점에 위치해 있는 당케포구는 제주에서 가장 넓은 면적의 백사장인 표선 해비치 해변에 있는 포구이다. 등대와 어우러진 바다 풍경과 간혹 드나드는 통통배가 멋진 풍광을 자아내며 도내 해돋이 명소로도 유명하다.,
185,대록산(큰사슴이오름),spot,,,,산|폭포|계곡|등산|트레킹|실외|반려동물|오름|사슴을|큰사슴이오름이라고|정석비행장과 유채꽃프라자|유채꽃프라자|이름이다 다른이름은|정석비행장과|화산체이다|두가지,대록산은 오름의 형세가 사슴을 닯았다고 해서 붙여진 이름이다. 다른이름은 큰사슴이오름이라고 한다. 가시리 정석비행장과 유채꽃프라자 사이에 위치했고 말굽형 두가지 분화구를 가진 화산체이다.,
186,대림리선돌,spot,,,,문화|역사|도로|드라이브|문화재|실내|호텔|펜션|게스트하우스|도로를 따라|오른편이 마을|12번 도로를|왼쪽방향으로 들어서서|남쪽으로|입구에 폭낭|제주도|넓은,제주도 서쪽으로 12번 도로를 따라 남쪽으로 내려가다 보면 한림리와 대림리로 갈라지는 길이 있다. 여기서 왼쪽방향으로 들어서서 가다보면 건널목이 다노는데 그곳 오른편이 마을 입구이다. 길 입구에 폭낭(팽나무) 세그루가 선돌로 가는 입구를 지키고 있으며 대림리 지형이 넓어 한눈에 넓은 평야가 다 들어온다,
187,대발이파크,spot,제주특별자치도 서귀포시 남원읍 태위로 536,,,도로|드라이브|숲|곶자왈|아이와함께|가족|카페뷰|야경|문화재|역사|기타|대발이파크는 공룡을|공룡을 좋아하는|공룡을|좋은 파크이다|파크이다|대발이파크는|아이들과|좋아하는,대발이파크는 공룡을 좋아하는 아이들과 놀러가기 좋은 파크이다.,
188,대수산봉(큰물뫼·물미오름),spot,,,,산|실외|카페뷰|야경|문화재|역사|등산|트레킹|오름|북동쪽으로는 성산봉수|정상에 봉수대가|조선시대 대수산봉|성산봉수|보인다|독자봉수와 교신했다고|있었다|현재도,조선시대 대수산봉 정상에 봉수대가 있었다. 북동쪽으로는 성산봉수· 남서쪽으로는 독자봉수와 교신했다고 한다. 현재도 봉수대 흔적이 어렴풋이 남아있다. 정상에 가면 성산일출봉과 섭지코지가 아름답게 내려다 보인다.,
189,대수포구,spot,,,,바다|체험|교육|숲|곶자왈|실외|액티비티|등산|트레킹|아이와함께|드라이브|자연|주차공간|관광호텔|휴양콘도미니엄|테우체험과 테우선상낚시|다양한 해상체험을|함께 다이빙|15코스의 코스다|제주테우마을로 불리기도|않은 곳에|대수포구는 올레|작은,대수포구는 올레 15코스의 첫 코스다. 한림항과 그리 멀지 않은 곳에 있고· 제주테우마을로 불리기도 한다. 테우체험과 테우선상낚시· 스킨스쿠버와 함께 다이빙 등 다양한 해상체험을 할 수 있다. 작은 포구지만 일몰시간에 아름다운 석양을 보여준다.,
190,대왕산(왕뫼·왕메· 왕미),spot,,,,산|숲|곶자왈|도로|드라이브|실외|등산|트레킹|카페뷰|야경|오름|성산읍 수산리|대왕산은 성산읍|공동묘지가|동쪽|숲길이|마을사람들은|접근이 용이하다|동끝,대왕산은 성산읍 수산리 북서쪽에 위치한 오름으로· 수산리와 종달리를 연결하는 군도 변에 있어 접근이 용이하다. 남사면으로 구불구불한 숲길이 나 있고 수산리 공동묘지가 있다. 동사면으로 뻗어내린 등성이는 오름 동쪽 끝에서 부리를 이루고 있어 마을사람들은 이를 왕뫼 동끝 이라 부른다.,
191,대장금촬영지(제주민속촌),spot,제주특별자치도 서귀포시 표선면 민속해안로 631-34,,,도로|드라이브|바다|폭포|계곡|실외|인생샷|SNS|실내|기타|당시의 촬영|사진 의료|2003년 12월|대장금촬영지는 제주민속촌|미니테마파크에는 의상|mbc|11일부터 27일까지|의료 기구가,MBC 인기드라마 대장금촬영지는 제주민속촌 내에 있다. 2003년 12월 11일부터 27일까지 17일 촬영이 진행되었는데· 당시의 촬영 장면과 대사· 출연진의 사인이 담긴 안내판과 포토존이 설치되어 있다. 특히 대장금 미니테마파크에는 의상· 촬영 당시 대본· 약초· 관련 사진 및 의료 기구가 전시되어 있다.,
192,대정면 4.3사건 위령비,spot,제주특별자치도 서귀포시 대정읍 동일하모로 158-3,,,문화|역사|도로|드라이브|폭포|계곡|문화재|실내|호텔|펜션|게스트하우스|서귀포시 대정읍|위령비는 제주특별자치도|죽은 주민의|주민의 원혼을|위령비는|당시 죽은|3에 사건|158,대정면 4.3사건 위령비는 제주특별자치도 서귀포시 대정읍 동일하모로 158-3에 있다. 4.3 사건 당시 죽은 주민의 원혼을 달래기 위해 세워졌다.,
193,대정오일장,spot,제주특별자치도 서귀포시 대정읍 신영로36번길 65,,,도로|드라이브|폭포|계곡|문화|역사|가족|감성|시장|주차장|화장실(1동)|관광호텔|대정읍에는 비행장과|제주도|지역에서 가장|가장 오일시장이다|31일에 운영한다|당시 문을|25전쟁|육군훈련소가,대정오일장은 1· 6· 11· 16· 21· 26· 31일에 운영한다. 대정오일시장은 6·25전쟁 당시 문을 연 곳으로 제주도 서부 지역에서 가장 큰 오일시장이다. 당시 대정읍에는 비행장과 육군훈련소가 있어 생활용품 및 물자가 오가다 보니 점차 커지다 자연스레 시장이 형성되었다고 한다. 대정읍 내에서 자리를 몇 번 옮기다 현재 위치인 대정읍 하모리에 자리를 잡았다.,
194,대정해변(하모해변),spot,,,,바다|숲|곶자왈|산|가족|실외|등산|트레킹|자연|공용주차장|화장실|모래|이용됐으나 모래|해수욕장이라 불리기도|모슬포와 가까운|현재는 폐장된|안전사고 우려가|모슬포|가까운 곳에,대정해변은 모슬포와 가까운 곳에 위치해 있어 모슬포 해수욕장이라 불리기도 한다. 하모해변은 과거에 해수욕장으로 이용됐으나· 모래 유실과 돌출된 암반 등에 의한 안전사고 우려가 높아 현재는 폐장된 상태이다.,
195,대정향교,spot,제주특별자치도 서귀포시 안덕면 향교로 165-17,,,도로|드라이브|문화|역사|체험|교육|가족|문화재|아이와함께|실내|공용주차장|화장실(2동)|유도 및 안내시설|휴양 펜션|게스트하우스|조선시대 국립교육기관을|국립교육기관을 가리킨다|교육과 교화를|세운 조선시대|성현께 제사를|보수로 인해|많은|간결한 느낌을,대정향교는 서귀포시 안덕면에 있다. 공자를 비롯한 여러 성현께 제사를 지내며· 지방 백성의 교육과 교화를 위하여 세운 조선시대 국립교육기관을 가리킨다. 많은 보수로 인해 본래의 모습은 많이 없어졌지만 장식이 검소하고 단청을 하지 않아 전체적으로 간결한 느낌을 준다.,
196,대정현역사자료전시관,spot,제주특별자치도 서귀포시 대정읍 상모대서로 17,,,문화|역사|도로|드라이브|가족|문화재|실내|주차장|화장실 (2동)|게스트하우스|가족펜션|1980년까지 대정읍|1955년|2005년 등록문화재|전시관으로 바뀌었다|역사를 있는|바뀌었다 2005년|사진|157호로 지정되었다,1955년 지어져 1980년까지 대정읍 사무소로 이용되었다. 역사가 있는 건물로· 현재 제주의 역사를 알 수 있는 사진 등 자료를 관람할 수 있는 전시관으로 바뀌었다. 2005년 등록문화재 제 157호로 지정되었다.,
197,대평포구,spot,,,,바다|숲|곶자왈|산|가족|실외|등산|트레킹|액티비티|자연|공용주차장|화장실(1동)|휴양콘도미니엄|낚싯배나 작은|9코스의 시작|현재 낚싯배나|8코스의|강점하면서 제주마를|대평포구는 현재|이용되고 고려|탐라,제주 올레 9코스의 시작 점이자 8코스의 종착점인 대평포구는 현재 낚싯배나 작은 어선이 정박하는 포구로 이용되고 있다. 고려 시대 때는 원이 제주에 탐라 총괄부를 두어 강점하면서 제주마를 송출하는 포구로 이용하였다.,
198,대포포구,spot,,,,바다|숲|곶자왈|산|가족|실외|등산|트레킹|드라이브|자연|공용화장실(2동)|공용주차장|관광호텔|가족호텔|가는 제주특별자치도|대평포구로 가는|가능하며 360도로|회전하는 제트보트|투어가|스포츠도 경험할|교통의 요지다|올레 8코스,대포포구는 제주특별자치도 서귀포 대포로에 있는 해상 교통의 요지다. 대포포구는 월평마을의 아왜낭목에서 대평포구로 가는 제주특별자치도 올레 8코스 중간에 있다. 또한 대포항에서는 요트 투어가 가능하며· 360도로 회전하는 제트보트 등 이색적인 해상 스포츠도 경험할 수 있다.,
199,대한민국최남단기념비/마라도기념비,spot,,,,섬|바다|실외|기타|292cm의 국토|해안에 가로125cm|국토 최남단|남쪽 해안에|대한민국최남단|153cm 높이|1985년 10월|세웠다 현재는,‘대한민국최남단’이라고 한자로 새겨진 비석으로· 비석 앞 바닷가에는 마라도의 수호신인 장군바위가 솟아 있다. 1985년 10월 남제주군은 마라도 남쪽 해안에 가로125cm· 세로 153cm· 높이 292cm의 국토 최남단 비석을 세웠다. 현재는 이어도에 해상 기지가 있어 최남단이라는 말이 같이 쓰이고 있다.,
200,더 플래닛,spot,제주특별자치도 서귀포시 천제연로 70,,,도로|드라이브|문화|역사|체험|교육|실내|아이와함께|가족|문화재|기타|다양한 전시와|제주도의 자연을|자연을 새롭게|공간이다|신비롭고 소중한|콘텐츠가 준비된|아이부터 어른까지|누구나 즐길,생태문화전시관 <더 플래닛>은 신비롭고 소중한 제주도의 자연을 새롭게 발견할 수 있도록· 아이부터 어른까지 누구나 즐길 수 있는 다양한 전시와 콘텐츠가 준비된 공간이다.,
201,덕수리전통민속재현축제,spot,제주특별자치도 서귀포시 안덕면 일주서로 1836,,,도로|드라이브|문화|역사|가족|문화재|실내|주차장|공중화장실|안내시설|펜션|덕수리전통민속재현축제는 서귀포시|문화 축제로|축제를 열고|민속 재현|1991년|대회|매년,덕수리전통민속재현축제는 서귀포시 안덕면 덕수리민속공연장에서 개최한다. 민속 경연 대회 작품을 바탕으로 1991년 민속 재현 행사를 시작한 것이 전통 민속 문화 축제로 발전하여 매년 10월초에 축제를 열고 있다.,
202,덕천리 팔자 좋아 길,spot,,,,숲|곶자왈|산|도로|드라이브|실외|등산|트레킹|캠핑|차박|자연|좋은 숲길이다|숲터널|거쳐 상덕천삼거리|북오름굴 고사리밭|덕천리영농 체험장|산책하기|사라진다 덕천리영농|8자,웃못연못을 시작으로 숲터널· 사근이오름을 거쳐 상덕천삼거리· 북오름굴 고사리밭· 주체오름까지 돌아보고 다시 삼덕천삼거리로 돌아오는 8자 모양의 이다. 덕천리의 길 구석구석을 걸으면 저절로 기분이 맑아지고· 잡념이 사라진다. 덕천리영농 체험장 인근에 위치한 산책하기 좋은 숲길이다.,
203,도너리오름,spot,,,,도로|드라이브|산|등산|트레킹|실외|카페뷰|야경|오름|정물오름과 도로를|도로의 중간지점에서|금악동광간 포장도로|한림읍 금악리의|철제대문을 지나|뻗어있는 경사진|정물오름 앞을|금악동광간,금악동광간 포장도로 중간지점의 당오름· 정물오름과 도로를 사이에 두고 마주보고 서있다. 안덕면 동광리와 한림읍 금악리의 경계에 걸쳐져 있다. 한창로 정물오름 앞을 지나는 곧게 뻗어있는 경사진 도로의 중간지점에서 목장으로 진입하는 길이 있다. 목장입구의 철제대문을 지나 한 집 뒷편으로 정상까지 올라갈 수 있다.,
204,도두동 무지개 해안도로,spot,,,,도로|드라이브|바다|숲|곶자왈|실외|등산|트레킹|자연|관광호텔|가족호텔|해안도로는 용담이호해안도로에서|펼쳐진 수평선을|공항과 가까운|방호벽이 무지개|마주할 공항과|있어 여행|색으로|가까운,도두동 무지개 해안도로는 용담이호해안도로에서 도두동 가는 방향에 위치했다. 방호벽이 무지개 색으로 페인팅되어 있다. 제주 하늘과 그 아래로 끝없이 펼쳐진 수평선을 마주할 수 있다. 공항과 가까운 곳에 있어 여행 전후로 가볍게 드라이브를 즐길 수 있다.,
205,도두봉,spot,,,,산|숲|곶자왈|가족|실외|등산|트레킹|인생샷|SNS|자연|화장실|안내시설|주차장|관광호텔|가족호텔|운동과 등산을|한라산도 보인다|등산을 부담스러워하는|때는 멀리|좋다 날씨가|보인다|포토스팟으로 유명하다|구름이,제주시 도두일동 산1에 있고· 포토스팟으로 유명하다. 평소 운동과 등산을 부담스러워하는 사람도 가볍게 찾아가기 좋다. 날씨가 좋고 구름이 없을 때는 멀리 한라산도 보인다.,
206,도두오래물축제,spot,제주특별자치도 제주시 도두항길 26,,,바다|문화|역사|산|가족|문화재|실내|드라이브|액티비티|주차장|공중화장실|편의점|호텔|오래물은 한라산에서부터|깨끗한 물이|물이|물이 속에|분출되는 용천수다|저장돼|도두 오래물은|시원하고 깨끗한,도두 오래물은 한라산에서부터 내려온 시원하고 깨끗한 물이 땅 속에 저장돼 있다가 해안가에 이르러 분출되는 용천수다.,
207,도두항,spot,제주특별자치도 제주시 도두항길 22-2,,,바다|도로|드라이브|숲|곶자왈|실외|등산|트레킹|자연|펜션|가족호텔|낚시배들이 출항하는|낚시배들이|추자도행 낚시배들이|도두항은 용두암해안도로와|곳으로 유명하다|관탈도와 추자도행|위치한|추자도행,도두항은 용두암해안도로와 이호테우사이에 위치한 방파제로 관탈도와 추자도행 낚시배들이 출항하는 곳으로 유명하다.,
208,도두해안도로,spot,,,,도로|드라이브|숲|곶자왈|산|실외|등산|트레킹|카페뷰|야경|자연|관광호텔|이어진 해안도로다|카페촌이 1km의|맛집들과|해안도로다 드라이브|카페촌이|1km의|드라이브 코스이며|경관으로 유명하다,용담에서 도두까지 이어진 해안도로다. 드라이브 코스이며 맛집들과 유명한 카페촌이 있다. 약 6.1km의 도로는 아름다운 경관으로 유명하다.,
209,도령모루,spot,,,,문화|역사|산|문화재|실내|카페뷰|야경|가족호텔|펜션|7호 광장|세운 해태탑이|광장 일대를|보다는 70년대|해태동산|7호|이름|보다는,도령마루는 제주시 7호 광장 일대를 일컫는다. 옛 지명인 ‘도령마루’라는 이름 보다는 70년대 초 유명 제과회사에서 세운 해태탑이 들어서면서 ‘해태동산’으로 일반인에게 알려졌다.,
210,도리미오름,spot,,,,산|동굴|용암동|폭포|계곡|등산|트레킹|실외|카페뷰|야경|오름|동북방향으로 터진|화구가 동북방향으로|터진 형태를|터진|화구형으로 완만한|이차적 용암유출에|말굽형|이차적,도리미오름은 말굽형 화구형으로 완만한 등성이를 가진다. 이차적 용암유출에 의해 화구가 동북방향으로 터진 형태를 하고 있다.,
211,도새기축제,spot,제주특별자치도 제주시 한림읍 한림중앙로 719,,,도로|드라이브|문화|역사|산|가족|문화재|실내|주차장|공중화장실|호텔|펜션|제주산 돼지고기의|돼지를 뜻하는|돼지고기의 우수성|돼지를|축제다|뜻하는 제주방언이다|아주 특별한|홍보를 위한,도새기란 돼지를 뜻하는 제주방언이다. 제주산 돼지고기의 우수성 홍보를 위한 아주 특별한 축제다.,
212,도순다원,spot,제주특별자치도 서귀포시 중산간서로356번길 152-41,,,도로|드라이브|산|습지|호수|기타|생태 관광지다|이산화탄소 감축에도|이산화탄소|지역 경제|생태|녹차 생산을|경제 활성화에|감축에도 효과를,도순다원은 녹차 생산을 통해 지역 경제 활성화에 기여할 뿐 아니라 이산화탄소 감축에도 효과를 지니고 있는 생태 관광지다.,
213,독자봉,spot,,,,산|도로|드라이브|폭포|계곡|등산|트레킹|실외|오름|조선시대 북동쪽에|북동쪽에 수산|삼달리 북쪽|서쪽의 남산|두고 남쪽으로|성산읍 삼달리|수산 봉수와|5km,성산읍 삼달리 북쪽 약 1.5km 지점에서 통오름과 길 하나를 사이에 두고 남쪽으로 이웃해 있다. 이곳의 봉수는 조선시대 북동쪽에 수산 봉수와 서쪽의 남산 봉수와 교신했었다고 전해진다.,
214,돈내코,spot,제주특별자치도 서귀포시 516로,,,도로|드라이브|숲|곶자왈|산|가족|실외|등산|트레킹|웰니스|스파|자연|공용주차장|화장실|안내센터|펜션|호텔|백중날 음력|7월 15일|신경통이 사라진다는|에는 닭을|제주의|많이 붐빈다|물을|가장 사람이,제주의 백중날(음력 7월 15일)에는 닭을 잡아먹고 물 맞이를 하는 풍습이 있다. 이날 물을 맞으면 모든 신경통이 사라진다는 옛 이야기가 전해오고 있어 백중날 이곳이 가장 사람이 많이 붐빈다.,
215,돈내코계곡원양축제,spot,제주특별자치도 서귀포시 돈내코로 137,,,도로|드라이브|문화|역사|습지|호수|가족|문화재|실내|등산|트레킹|주차장|공중화장실|호텔|펜션|1994,瀑布是根据州合于1994年6月 的。深谷、瀑布郁郁的常林相映成趣。道瀑布水流下·瀑布因一恩的住·而得名。,
216,돈내코유원지,spot,,,,폭포|계곡|숲|곶자왈|산|가족|실외|등산|트레킹|반려동물|자연|화장실|펜션|멧돼지가 많이|멧돼지들이 물을|지역에 멧돼지가|돼지 드르|토평마을의 지명|돈내코|출몰하여 돗드르라|물을,돈내코 유원지는 예로부터 이 지역에 멧돼지가 많이 출몰하여 돗드르라 하며 돗드르는 지금의 토평마을의 지명 유래가 되었다. '돗'은 돼지· '드르'는 들판· '코'는 입구를 내는 하천을 가리키는 제주어다. 멧돼지들이 물을 먹었던 내의 입구라 하여 돈내코라 불린다.,
217,돈대산,spot,,,,산|실외|인생샷|SNS|등산|트레킹|카페뷰|야경|드라이브|오름|길이 2km의|해안 마을|길이|산책로가 조성되어|마을|2005년에|돈대산|완공한,돈대산 정상에 2005년에 완공한 팔각형의 아담한 정자가 세워져 있는데· 이 정자에서 신양항과 해안 마을 전경이 한눈에 내려다보인다. 산 중턱에 총 길이 2km의 산책로가 조성되어 있다.,
218,돈대산산림휴양산책로,spot,,,,산|숲|곶자왈|실외|등산|트레킹|힐링|드라이브|카페뷰|야경|자연|민박|트레킹과 힐링여행을|힐링여행을 즐기기|풍경을 보며|뛰어난 풍경을|산림 휴양|산책로는 다도해의|좋은|돈대산 산림,돈대산 산림 휴양 산책로는 다도해의 뛰어난 풍경을 보며 트레킹과 힐링여행을 즐기기 좋은 곳으로 알려져 있다. 특히 산 위의 돈대정에서 보는 사방의 풍경이 빼어나다.,
219,돌오름,spot,,,,산|동굴|용암동|실외|등산|트레킹|드라이브|오름|한라산 정상에서|관광 자원이다|제주특별자치도|동북쪽으로|경사진|4km|자원이다|기암과,제주특별자치도 한라산 정상에서 동북쪽으로 약 4km 거리에 이르는 경사진 면을 이르는 이름. 융기 작용으로 형성된 돌산으로· 기암과 괴석이 어우러진 좋은 관광 자원이다.,
220,돔박이오름(동박악),spot,,,,산|폭포|계곡|등산|트레킹|실외|문화재|역사|오름|돔박이는 동백나무의|동박새의 제주어|자라서 돔박이오름이라고|돔박이는|불렀다는 설과|자라서|많이|이름을,돔박이 오름의 돔박이는 동백나무의 제주어로 동백나무가 많이 자라서 돔박이오름이라고 불렀다는 설과 돔박생이(동박새의 제주어)가 서식했다고 해서 그 이름을 따서 돔박이오름이라고 불렀다는 설이 있다.,
